"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
3,711224,"s_cmp_eq_u32 s21, 0",10,10,0,34,""
3,711228,"s_cbranch_scc0 9",10,10,0,86,""
3,711232,"s_add_u32 s0, s0, 16",10,16,6,20,""
3,711236,"s_addc_u32 s1, s1, 0",10,10,0,7,""
3,711240,"s_load_b512 s[24:39], s[0:1], null",10,28,18,90,""
3,711248,"s_load_b128 s[40:43], s[0:1], 0x40",10,28,18,0,""
3,711256,"s_load_b64 s[44:45], s[0:1], 0x50",10,10,0,0,""
3,711264,"s_branch 3",10,10,0,0,""
3,711280,"s_and_b32 s10, s22, 0xffff0000",10,11,1,91,""
3,711288,"s_lshr_b32 s10, s10, 16",10,10,0,0,""
3,711292,"s_and_b32 s46, s22, 0xffff",10,10,0,0,""
3,711300,"s_mov_b32 s5, s21",10,10,0,0,""
3,711304,"s_mov_b32 m0, 0x6e80",10,10,0,0,""
3,711312,"v_mov_b32_e32 v191, v0",10,10,0,0,""
3,711316,"s_mov_b32 vcc_hi, 0",10,10,0,0,""
3,711320,"s_lshr_b32 s52, s11, 16",10,10,0,0,""
3,711324,"s_ctz_i32_b32 s52, s52",10,16,6,0,""
3,711328,"s_lshr_b32 s53, s11, 22",10,10,0,0,""
3,711332,"s_cmp_gt_i32 s52, 0",10,10,0,1,""
3,711336,"s_cbranch_scc0 61",10,10,0,91,""
3,711584,"s_cmp_eq_u32 s21, 3",10,10,0,4179,""
3,711588,"s_cbranch_scc1 2",10,10,0,79,""
3,711592,"s_cmp_eq_u32 s21, 0",10,10,0,21,""
3,711596,"s_cbranch_scc0 143",10,10,0,71,""
3,711600,"v_and_b32_e32 v1, 31, v191",10,878,868,20,""
3,711604,"v_and_b32_e32 v0, 15, v1",10,179,169,0,""
3,711608,"v_lshrrev_b32_e32 v4, 5, v191",10,312,302,0,""
3,711612,"v_and_b32_e32 v4, 1, v4",10,694,684,0,""
3,711616,"v_lshl_add_u32 v0, v4, 4, v0",10,151,141,0,""
3,711624,"v_and_b32_e32 v2, 31, v191",10,17,7,0,""
3,711628,"v_and_b32_e32 v1, 15, v2",10,22,12,0,""
3,711632,"v_lshlrev_b32_e32 v1, 5, v1",10,26,16,0,""
3,711636,"v_lshrrev_b32_e32 v3, 6, v191",10,38,28,0,""
3,711640,"v_and_b32_e32 v3, 1, v3",10,42,32,0,""
3,711644,"v_lshl_add_u32 v1, v3, 9, v1",10,27,17,0,""
3,711652,"v_lshrrev_b32_e32 v2, 5, v191",10,36,26,0,""
3,711656,"v_lshrrev_b32_e32 v2, 2, v2",10,37,27,0,""
3,711660,"s_mov_b32 s16, 0x800",10,37,27,0,""
3,711668,"v_mul_lo_u32 v2, s16, v2",10,40,0,16,""
3,711676,"v_add_nc_u32_e32 v190, v2, v0",10,31,21,62,""
3,711680,"v_lshlrev_b32_e32 v190, 1, v190",10,37,27,0,""
3,711684,"v_lshrrev_b32_e32 v3, 11, v190",10,17,7,0,""
3,711688,"v_lshl_add_u32 v190, v3, 5, v190",10,18,8,0,""
3,711696,"v_lshrrev_b32_e32 v0, 5, v191",10,59,49,0,""
3,711700,"v_lshrrev_b32_e32 v0, 2, v0",10,75,65,0,""
3,711704,"s_mov_b32 s16, 32",10,29,19,0,""
3,711708,"v_mul_lo_u32 v0, s16, v0",10,40,0,20,""
3,711716,"v_add_nc_u32_e32 v55, v0, v1",10,11,1,92,""
3,711720,"v_lshlrev_b32_e32 v55, 1, v55",10,10,0,0,""
3,711724,"v_lshrrev_b32_e32 v2, 7, v55",10,19,9,0,""
3,711728,"v_lshl_add_u32 v55, v2, 5, v55",10,34,24,0,""
3,711736,"v_add_co_u32 v55, vcc_lo, 0x1080, v55",10,41,31,0,""
3,711748,"v_lshrrev_b32_e32 v1, 3, v191",10,58,48,0,""
3,711752,"v_and_b32_e32 v0, 7, v191",10,46,36,0,""
3,711756,"v_lshlrev_b32_e32 v0, 3, v0",10,50,40,0,""
3,711760,"v_mov_b32_e32 v4, v1",10,26,16,0,""
3,711764,"v_lshrrev_b32_e32 v2, 2, v191",10,43,33,0,""
3,711768,"v_and_b32_e32 v3, 3, v191",10,24,14,0,""
3,711772,"v_lshlrev_b32_e32 v3, 3, v3",10,461,451,0,""
3,711776,"v_mov_b32_e32 v5, v3",10,28,18,0,""
3,711780,"v_mul_u32_u24_e32 v53, 64, v4",10,42,32,0,""
3,711784,"v_add_nc_u32_e32 v53, v0, v53",10,57,47,0,""
3,711788,"v_lshlrev_b32_e32 v53, 1, v53",10,50,40,0,""
3,711792,"v_lshrrev_b32_e32 v6, 11, v53",10,42,32,0,""
3,711796,"v_lshl_add_u32 v53, v6, 5, v53",10,43,33,0,""
3,711804,"v_mul_u32_u24_e32 v54, 32, v2",10,15,5,0,""
3,711808,"v_add_nc_u32_e32 v54, v5, v54",10,209,199,803,""
3,711812,"v_lshlrev_b32_e32 v54, 1, v54",10,165,155,0,""
3,711816,"v_lshrrev_b32_e32 v6, 7, v54",10,17,7,0,""
3,711820,"v_lshl_add_u32 v54, v6, 5, v54",10,22,12,0,""
3,711828,"v_add_co_u32 v54, vcc_lo, 0x1080, v54",10,10,0,20,""
3,711840,"s_waitcnt lgkmcnt(0)",10,30,20,0,""
3,711844,"v_mov_b32_e32 v8, 64",10,25,15,0,""
3,711848,"v_mov_b32_e32 v7, s24",10,30,20,0,""
3,711852,"v_cvt_f32_u32_e32 v6, v8",10,67,57,0,""
3,711856,"v_rcp_iflag_f32_e32 v6, v6",10,81,41,0,""
3,711860,"v_cvt_f32_u32_e32 v9, v7",10,53,43,0,""
3,711864,"v_mul_f32_e32 v6, v6, v9",10,40,30,0,""
3,711868,"v_cvt_u32_f32_e32 v6, v6",10,36,26,0,""
3,711872,"v_mul_u32_u24_e32 v9, v6, v8",10,36,26,0,""
3,711876,"v_sub_nc_u32_e32 v9, v7, v9",10,43,33,0,""
3,711880,"v_cmp_ne_u32_e64 vcc_lo, v9, 0",10,77,67,0,""
3,711888,"v_add_co_ci_u32_e64 v6, vcc_lo, v6, 0, vcc_lo",10,80,70,0,""
3,711896,"v_mov_b32_e32 v8, 0x60",10,48,38,0,""
3,711904,"v_mov_b32_e32 v7, s25",10,34,24,0,""
3,711908,"v_readfirstlane_b32 s14, v6",10,28,18,0,""
3,711912,"v_cvt_f32_u32_e32 v6, v8",10,24,14,0,""
3,711916,"v_rcp_iflag_f32_e32 v6, v6",10,65,25,0,""
3,711920,"v_cvt_f32_u32_e32 v9, v7",10,42,32,0,""
3,711924,"v_mul_f32_e32 v6, v6, v9",10,93,83,0,""
3,711928,"v_cvt_u32_f32_e32 v6, v6",10,67,57,0,""
3,711932,"v_mul_u32_u24_e32 v9, v6, v8",10,90,80,0,""
3,711936,"v_sub_nc_u32_e32 v9, v7, v9",10,48,38,0,""
3,711940,"v_cmp_ne_u32_e64 vcc_lo, v9, 0",10,38,28,0,""
3,711948,"v_add_co_ci_u32_e64 v6, vcc_lo, v6, 0, vcc_lo",10,96,86,0,""
3,711956,"v_readfirstlane_b32 s15, v6",10,10,0,16,""
3,711960,"s_mul_i32 s16, s14, s15",10,10,0,589,""
3,711964,"s_and_b32 s17, s46, 0x3fff",10,11,1,0,""
3,711972,"s_mul_i32 s16, s16, s17",10,17,7,0,""
3,711976,"v_cvt_f32_u32_e32 v6, s16",10,192,182,0,""
3,711980,"v_rcp_iflag_f32_e32 v6, v6",10,56,16,0,""
3,711984,"v_cvt_f32_u32_e32 v7, s2",10,24,14,0,""
3,711988,"v_mul_f32_e32 v6, v6, v7",10,22,12,0,""
3,711992,"v_cvt_u32_f32_e32 v6, v6",10,18,8,0,""
3,711996,"v_mul_u32_u24_e64 v7, v6, s16",10,194,184,0,""
3,712004,"v_sub_nc_u32_e32 v7, s2, v7",10,45,35,0,""
3,712008,"v_cmp_eq_u32_e64 vcc_lo, v7, s16",10,10,0,27,""
3,712016,"s_mov_b32 exec_lo, vcc_lo",10,10,0,629,""
3,712020,"v_add_nc_u32_e32 v6, 1, v6",10,96,86,0,""
3,712024,"s_mov_b32 exec_lo, -1",10,10,0,2,""
3,712028,"v_cmp_gt_u32_e64 vcc_lo, v7, s16",10,10,0,266,""
3,712036,"s_mov_b32 exec_lo, vcc_lo",10,10,0,423,""
3,712040,"v_sub_nc_u32_e64 v6, v6, 1",10,95,85,0,""
3,712048,"s_mov_b32 exec_lo, -1",10,10,0,1,""
3,712052,"v_readfirstlane_b32 s16, v6",10,10,0,213,""
3,712056,"s_mov_b32 s4, s16",10,10,0,408,""
3,712060,"s_mul_i32 s16, s15, s14",10,11,1,0,""
3,712064,"s_mul_i32 s16, s16, s4",10,11,1,143,""
3,712068,"s_mul_i32 s16, s16, s17",10,12,2,0,""
3,712072,"s_sub_u32 s2, s2, s16",10,20,10,0,""
3,712076,"v_cvt_f32_u32_e32 v6, s14",10,367,357,0,""
3,712080,"v_rcp_iflag_f32_e32 v6, v6",10,60,20,0,""
3,712084,"v_cvt_f32_u32_e32 v7, s2",10,22,12,0,""
3,712088,"v_mul_f32_e32 v6, v6, v7",10,28,18,0,""
3,712092,"v_cvt_u32_f32_e32 v6, v6",10,19,9,0,""
3,712096,"v_mul_u32_u24_e64 v7, v6, s14",10,17,7,0,""
3,712104,"v_sub_nc_u32_e32 v7, s2, v7",10,16,6,4,""
3,712108,"v_cmp_eq_u32_e64 vcc_lo, v7, s14",10,10,0,114,""
3,712116,"s_mov_b32 exec_lo, vcc_lo",10,10,0,599,""
3,712120,"v_add_nc_u32_e32 v6, 1, v6",10,97,87,0,""
3,712124,"s_mov_b32 exec_lo, -1",10,10,0,20,""
3,712128,"v_cmp_gt_u32_e64 vcc_lo, v7, s14",10,10,0,907,""
3,712136,"s_mov_b32 exec_lo, vcc_lo",10,10,0,454,""
3,712140,"v_sub_nc_u32_e64 v6, v6, 1",10,95,85,0,""
3,712148,"s_mov_b32 exec_lo, -1",10,10,0,1,""
3,712152,"v_readfirstlane_b32 s16, v6",10,10,0,83,""
3,712156,"s_mov_b32 s3, s16",10,46,36,333,""
3,712160,"s_mul_i32 s16, s3, s14",10,10,0,0,""
3,712164,"s_sub_u32 s2, s2, s16",10,11,1,0,""
3,712168,"s_branch 249",10,10,0,0,""
3,713168,"s_and_b32 s16, s5, 0xff",10,15,5,3437,""
3,713176,"s_cmp_eq_u32 s16, 3",10,10,0,0,""
3,713180,"s_cbranch_scc1 4",10,10,0,96,""
3,713184,"s_sub_u32 s32, s32, 16",10,11,1,20,""
3,713188,"s_subb_u32 s33, s33, 0",10,10,0,0,""
3,713192,"s_sub_u32 s34, s34, 16",10,11,1,0,""
3,713196,"s_subb_u32 s35, s35, 0",10,10,0,1,""
3,713200,"v_cmp_eq_f32_e64 vcc_lo, s44, 0",10,10,0,602,""
3,713208,"s_cbranch_vccz 1",10,10,0,361,""
3,713216,"s_and_b32 s16, s46, 0x3fff",10,13,3,91,""
3,713224,"s_cmp_eq_u32 s16, 1",10,10,0,0,""
3,713228,"s_cbranch_scc1 59",10,10,0,99,""
3,713468,"s_mov_b64 s[6:7], 0",10,10,0,166,""
3,713472,"s_mov_b32 s8, 1",10,12,2,2244,""
3,713476,"s_mov_b32 s9, 1",10,10,0,0,""
3,713480,"s_mov_b32 s16, s11",10,17,7,0,""
3,713484,"s_sext_i32_i16 s16, s16",10,10,0,0,""
3,713488,"s_cmp_gt_i32 s16, 1",10,10,0,1,""
3,713492,"s_cbranch_scc1 70",10,10,0,109,""
3,713776,"s_mov_b32 s16, s16",10,11,1,2263,""
3,713780,"v_cvt_f64_u32_e32 v[6:7], s16",10,320,0,1601,""
3,713784,"v_rcp_f64_e32 v[6:7], v[6:7]",10,320,0,6,""
3,713788,"v_cvt_f64_u32_e32 v[8:9], s3",10,320,0,8,""
3,713792,"v_mul_f64 v[6:7], v[6:7], v[8:9]",10,320,0,358,""
3,713800,"v_cvt_u32_f64_e32 v6, v[6:7]",10,320,0,144,""
3,713804,"v_mul_lo_u32 v7, v6, s16",10,40,0,610,""
3,713812,"v_sub_nc_u32_e32 v8, s3, v7",10,14,4,2,""
3,713816,"v_cmp_ge_u32_e64 vcc_lo, v8, s16",10,10,0,0,""
3,713824,"s_mov_b32 exec_lo, vcc_lo",10,10,0,854,""
3,713828,"v_add_nc_u32_e64 v6, v6, 1",10,90,80,0,""
3,713836,"s_mov_b32 exec_lo, -1",10,10,0,0,""
3,713840,"v_readfirstlane_b32 s17, v6",10,10,0,421,""
3,713844,"s_mul_i32 s20, s17, s16",10,72,62,567,""
3,713848,"s_sub_u32 s20, s3, s20",10,14,4,0,""
3,713852,"s_mul_i32 s20, s20, s14",10,13,3,0,""
3,713856,"s_add_u32 s20, s20, s2",10,13,3,0,""
3,713860,"v_cvt_f64_u32_e32 v[6:7], s16",10,320,0,353,""
3,713864,"v_rcp_f64_e32 v[6:7], v[6:7]",10,320,0,3,""
3,713868,"v_cvt_f64_u32_e32 v[8:9], s15",10,320,0,7,""
3,713872,"v_mul_f64 v[6:7], v[6:7], v[8:9]",10,320,0,203,""
3,713880,"v_cvt_u32_f64_e32 v6, v[6:7]",10,320,0,4,""
3,713884,"v_mul_lo_u32 v7, v6, s16",10,40,0,120,""
3,713892,"v_sub_nc_u32_e32 v8, s15, v7",10,64,54,6,""
3,713896,"v_cmp_ge_u32_e64 vcc_lo, v8, s16",10,10,0,0,""
3,713904,"s_mov_b32 exec_lo, vcc_lo",10,10,0,820,""
3,713908,"v_add_nc_u32_e64 v6, v6, 1",10,91,81,0,""
3,713916,"s_mov_b32 exec_lo, -1",10,10,0,22,""
3,713920,"v_readfirstlane_b32 s18, v6",10,10,0,133,""
3,713924,"s_mul_i32 s19, s16, s18",10,55,45,350,""
3,713928,"s_sub_u32 s19, s15, s19",10,11,1,0,""
3,713932,"s_cmp_eq_u32 s19, 0",10,11,1,0,""
3,713936,"s_cmov_b32 s19, s16",10,12,2,0,""
3,713940,"s_cmp_ge_u32 s17, s18",10,12,2,0,""
3,713944,"s_cselect_b32 s18, s19, s16",10,12,2,0,""
3,713948,"v_cvt_f64_u32_e32 v[6:7], s18",10,320,0,39,""
3,713952,"v_rcp_f64_e32 v[6:7], v[6:7]",10,320,0,9,""
3,713956,"v_cvt_f64_u32_e32 v[8:9], s20",10,320,0,2,""
3,713960,"v_mul_f64 v[6:7], v[6:7], v[8:9]",10,320,0,0,""
3,713968,"v_cvt_u32_f64_e32 v6, v[6:7]",10,320,0,0,""
3,713972,"v_mul_lo_u32 v7, v6, s18",10,40,0,0,""
3,713980,"v_sub_nc_u32_e32 v8, s20, v7",10,10,0,0,""
3,713984,"v_cmp_ge_u32_e64 vcc_lo, v8, s18",10,10,0,0,""
3,713992,"s_mov_b32 exec_lo, vcc_lo",10,10,0,716,""
3,713996,"v_add_nc_u32_e64 v6, v6, 1",10,90,80,0,""
3,714004,"s_mov_b32 exec_lo, -1",10,10,0,10,""
3,714008,"v_mul_lo_u32 v7, v6, s18",10,40,0,249,""
3,714016,"v_sub_nc_u32_e32 v8, s20, v7",10,10,0,1,""
3,714020,"v_readfirstlane_b32 s2, v6",10,10,0,0,""
3,714024,"v_readfirstlane_b32 s3, v8",10,10,0,0,""
3,714028,"s_mul_i32 s3, s2, s18",10,10,0,635,""
3,714032,"s_sub_u32 s3, s20, s3",10,10,0,0,""
3,714036,"s_mul_i32 s17, s17, s16",10,10,0,0,""
3,714040,"s_add_u32 s3, s3, s17",10,10,0,0,""
3,714044,"v_mov_b32_e32 v6, v0",10,57,47,0,""
3,714048,"v_mov_b32_e32 v7, v2",10,16,6,0,""
3,714052,"v_add_co_u32 v8, vcc_lo, 32, v7",10,71,61,83,""
3,714060,"v_add_co_u32 v9, vcc_lo, 32, v8",10,18,8,0,""
3,714068,"v_mov_b32_e32 v10, v1",10,14,4,0,""
3,714072,"v_add_co_u32 v11, vcc_lo, 16, v10",10,14,4,0,""
3,714080,"v_mov_b32_e32 v12, v3",10,16,6,0,""
3,714084,"s_mul_i32 s16, s2, 64",10,58,48,0,""
3,714088,"s_sub_u32 s16, s24, s16",10,12,2,0,""
3,714092,"s_sub_u32 s16, s16, 8",10,12,2,0,""
3,714096,"v_mov_b32_e32 v13, s16",10,93,83,0,""
3,714100,"v_min_i32_e32 v6, v13, v6",10,10,0,40,""
3,714104,"s_mul_hi_u32 s19, s2, 64",10,10,0,168,""
3,714108,"s_mul_i32 s18, s2, 64",10,11,1,0,""
3,714112,"s_and_b32 s16, s46, 0x8000",10,10,0,2,""
3,714120,"s_cbranch_scc1 3",10,10,0,91,""
3,714124,"s_mul_hi_u32 s17, 32, s6",10,29,19,20,""
3,714128,"s_mul_i32 s16, 32, s6",10,11,1,0,""
3,714132,"s_branch 36",10,10,0,0,""
3,714280,"s_mul_hi_u32 s17, s16, s40",10,35,25,334,""
3,714284,"s_mul_i32 s16, s16, s40",10,11,1,0,""
3,714288,"s_add_u32 s18, s18, s16",10,11,1,0,""
3,714292,"s_addc_u32 s19, s19, s17",10,10,0,0,""
3,714296,"s_mov_b64 s[56:57], 1",10,11,1,0,""
3,714300,"s_sub_u32 s16, s24, 1",10,11,1,0,""
3,714304,"s_mul_hi_u32 s17, 1, s16",10,14,4,1,""
3,714308,"s_mul_i32 s16, 1, s16",10,20,10,0,""
3,714312,"s_add_u32 s56, s56, s16",10,20,10,0,""
3,714316,"s_addc_u32 s57, s57, s17",10,26,16,0,""
3,714320,"s_sub_u32 s16, s27, 1",10,17,7,0,""
3,714324,"s_mul_hi_u32 s17, s40, s16",10,14,4,0,""
3,714328,"s_mul_i32 s16, s40, s16",10,12,2,0,""
3,714332,"s_add_u32 s56, s56, s16",10,27,17,0,""
3,714336,"s_addc_u32 s57, s57, s17",10,18,8,0,""
3,714340,"s_sub_u32 s56, s56, s18",10,20,10,0,""
3,714344,"s_subb_u32 s57, s57, s19",10,18,8,0,""
3,714348,"s_lshl_b64 s[56:57], s[56:57], 1",10,10,0,0,""
3,714352,"s_add_u32 s56, s56, 16",10,57,47,0,""
3,714356,"s_addc_u32 s57, s57, 0",10,20,10,0,""
3,714360,"s_cmp_eq_u32 s57, 0",10,19,9,0,""
3,714364,"s_cselect_b32 s50, s56, -1",10,28,18,0,""
3,714368,"s_and_b32 s20, s5, 0xff",10,13,3,0,""
3,714376,"s_cmp_eq_u32 s20, 3",10,10,0,15,""
3,714380,"s_cbranch_scc0 18",10,10,0,134,""
3,714456,"s_mul_hi_u32 s17, s41, s4",10,27,17,90,""
3,714460,"s_mul_i32 s16, s41, s4",10,11,1,0,""
3,714464,"s_add_u32 s18, s18, s16",10,11,1,0,""
3,714468,"s_addc_u32 s19, s19, s17",10,11,1,0,""
3,714472,"s_lshl_b64 s[18:19], s[18:19], 1",10,11,1,0,""
3,714476,"s_add_u32 s48, s32, s18",10,12,2,0,""
3,714480,"s_addc_u32 s49, s33, s19",10,12,2,0,""
3,714484,"s_mov_b32 s51, 0x31004000",10,18,8,2,""
3,714492,"s_mul_hi_u32 s19, s3, 0x60",10,18,8,717,""
3,714500,"s_mul_i32 s18, s3, 0x60",10,18,8,0,""
3,714508,"s_mul_hi_u32 s19, s18, s42",10,18,8,0,""
3,714512,"s_mul_i32 s18, s18, s42",10,18,8,0,""
3,714516,"s_and_b32 s16, s46, 0x8000",10,10,0,24,""
3,714524,"s_cbranch_scc1 3",10,10,0,137,""
3,714528,"s_mul_hi_u32 s17, 32, s6",10,10,0,20,""
3,714532,"s_mul_i32 s16, 32, s6",10,35,25,0,""
3,714536,"s_branch 36",10,10,0,0,""
3,714684,"s_add_u32 s18, s18, s16",10,10,0,90,""
3,714688,"s_addc_u32 s19, s19, s17",10,10,0,5,""
3,714692,"s_mov_b64 s[58:59], 1",10,10,0,0,""
3,714696,"s_sub_u32 s16, s27, 1",10,10,0,0,""
3,714700,"s_mul_hi_u32 s17, 1, s16",10,10,0,0,""
3,714704,"s_mul_i32 s16, 1, s16",10,11,1,0,""
3,714708,"s_add_u32 s58, s58, s16",10,10,0,0,""
3,714712,"s_addc_u32 s59, s59, s17",10,11,1,0,""
3,714716,"s_sub_u32 s16, s25, 1",10,18,8,0,""
3,714720,"s_mul_hi_u32 s17, s42, s16",10,10,0,0,""
3,714724,"s_mul_i32 s16, s42, s16",10,10,0,0,""
3,714728,"s_add_u32 s58, s58, s16",10,30,20,0,""
3,714732,"s_addc_u32 s59, s59, s17",10,20,10,0,""
3,714736,"s_sub_u32 s58, s58, s18",10,20,10,0,""
3,714740,"s_subb_u32 s59, s59, s19",10,20,10,0,""
3,714744,"s_lshl_b64 s[58:59], s[58:59], 1",10,10,0,0,""
3,714748,"s_add_u32 s58, s58, 16",10,24,14,6,""
3,714752,"s_addc_u32 s59, s59, 0",10,26,16,1196,""
3,714756,"s_cmp_eq_u32 s59, 0",10,20,10,0,""
3,714760,"s_cselect_b32 s54, s58, -1",10,33,23,0,""
3,714764,"s_and_b32 s20, s5, 0xff",10,13,3,0,""
3,714772,"s_cmp_eq_u32 s20, 3",10,10,0,8,""
3,714776,"s_cbranch_scc0 18",10,10,0,136,""
3,714852,"s_mul_hi_u32 s17, s43, s4",10,11,1,90,""
3,714856,"s_mul_i32 s16, s43, s4",10,12,2,0,""
3,714860,"s_add_u32 s18, s18, s16",10,11,1,0,""
3,714864,"s_addc_u32 s19, s19, s17",10,12,2,0,""
3,714868,"s_lshl_b64 s[18:19], s[18:19], 1",10,11,1,0,""
3,714872,"s_add_u32 s52, s34, s18",10,12,2,0,""
3,714876,"s_addc_u32 s53, s35, s19",10,12,2,0,""
3,714880,"s_mov_b32 s55, 0x31004000",10,20,10,0,""
3,714888,"v_mul_lo_u32 v13, s40, v10",10,40,0,153,""
3,714896,"v_add_co_u32 v48, vcc_lo, v6, v13",10,69,59,41,""
3,714904,"v_add_nc_u32_e32 v48, 8, v48",10,52,42,0,""
3,714908,"v_lshlrev_b32_e32 v48, 1, v48",10,14,4,0,""
3,714912,"v_mul_lo_u32 v13, s40, v11",10,40,0,30,""
3,714920,"v_add_co_u32 v49, vcc_lo, v6, v13",10,18,8,20,""
3,714928,"v_add_nc_u32_e32 v49, 8, v49",10,14,4,0,""
3,714932,"v_lshlrev_b32_e32 v49, 1, v49",10,13,3,0,""
3,714936,"v_mul_lo_u32 v13, s42, v7",10,40,0,0,""
3,714944,"v_add_co_u32 v50, vcc_lo, v12, v13",10,15,5,27,""
3,714952,"v_add_nc_u32_e32 v50, 8, v50",10,10,0,0,""
3,714956,"v_lshlrev_b32_e32 v50, 1, v50",10,12,2,0,""
3,714960,"v_mul_lo_u32 v13, s42, v8",10,40,0,18,""
3,714968,"v_add_co_u32 v51, vcc_lo, v12, v13",10,23,13,62,""
3,714976,"v_add_nc_u32_e32 v51, 8, v51",10,11,1,0,""
3,714980,"v_lshlrev_b32_e32 v51, 1, v51",10,12,2,0,""
3,714984,"v_mul_lo_u32 v13, s42, v9",10,40,0,6,""
3,714992,"v_add_co_u32 v52, vcc_lo, v12, v13",10,17,7,111,""
3,715000,"v_add_nc_u32_e32 v52, 8, v52",10,14,4,0,""
3,715004,"v_lshlrev_b32_e32 v52, 1, v52",10,23,13,0,""
3,715008,"s_and_b32 s17, s46, 0x3fff",10,92,82,1291,""
3,715016,"s_mov_b32 s64, 64",10,12,2,0,""
3,715020,"s_mul_i32 s17, s17, s64",10,13,3,0,""
3,715024,"s_and_b32 s16, s46, 0x8000",10,13,3,0,""
3,715032,"s_cmov_b32 s17, 64",10,11,1,0,""
3,715036,"s_mul_i32 s64, s17, s40",10,12,2,0,""
3,715040,"s_and_b32 s17, s46, 0x3fff",10,11,1,0,""
3,715048,"s_mov_b32 s65, 64",10,11,1,0,""
3,715052,"s_mul_i32 s17, s17, s65",10,14,4,0,""
3,715056,"s_and_b32 s16, s46, 0x8000",10,25,15,0,""
3,715064,"s_cselect_b32 s65, s65, s17",10,24,14,0,""
3,715068,"s_lshr_b32 s12, s27, 5",10,21,11,0,""
3,715072,"s_and_b32 s16, s46, 0x3fff",10,40,30,0,""
3,715080,"s_cmp_eq_u32 s16, 1",10,10,0,13,""
3,715084,"s_cbranch_scc1 30",10,10,0,118,""
3,715208,"s_mov_b32 s13, s12",10,10,0,90,""
3,715212,"s_and_b32 s18, s10, 0x1f00",10,14,4,0,""
3,715220,"s_lshr_b32 s18, s18, 8",10,17,7,0,""
3,715224,"s_and_b32 s19, s10, 0xe000",10,12,2,0,""
3,715232,"s_and_b32 s10, s10, 0xff",10,11,1,0,""
3,715240,"s_mov_b32 s16, s10",10,10,0,0,""
3,715244,"s_lshl_b32 s17, s16, s18",30,31,1,180,""
3,715248,"s_cmp_ge_u32 s13, s17",30,30,0,2,""
3,715252,"s_cbranch_scc1 2",30,30,0,306,""
3,715256,"s_lshr_b32 s16, s16, 1",20,25,5,40,""
3,715260,"s_branch 65531",20,20,0,0,""
3,715264,"s_sub_u32 s17, s16, 1",10,58,48,1429,""
3,715268,"s_cmp_ge_u32 s16, 1",10,11,1,0,""
3,715272,"s_cselect_b32 s47, s17, 0",10,11,1,0,""
3,715276,"s_cmp_eq_u32 s19, 0",10,10,0,0,""
3,715280,"s_cbranch_scc0 2",10,10,0,78,""
3,715292,"s_cmp_eq_u32 s19, 0x2000",10,10,0,169,""
3,715300,"s_cbranch_scc0 2",10,10,0,78,""
